id,window_text,label
w010,"2026-04-06T11:59:24+00:00 RO-MARTINA-2 9928f352 
2026-04-06T11:59:24+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T11:59:24+00:00 RO-MARTINA-2 packet process: service request
2026-04-06T11:59:24+00:00 RO-MARTINA-2 authorization service requested
2026-04-06T11:59:24+00:00 RO-MARTINA-2 packet create: service accept
2026-04-06T11:59:24+00:00 RO-MARTINA-2 ----- sending ----- #4
2026-04-06T11:59:24+00:00 RO-MARTINA-2 => size:36 [0x24]
2026-04-06T11:59:24+00:00 RO-MARTINA-2 00000020 0e060000 000c7373 682d7573
2026-04-06T11:59:24+00:00 RO-MARTINA-2 65726175 746829e6 0553dfe7 9d2e8ff2
2026-04-06T11:59:24+00:00 RO-MARTINA-2 d09fe8b1 ",NORMAL
w011,"2026-04-06T11:59:24+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T11:59:24+00:00 RO-MARTINA-2 ----- recieved ----- #4
2026-04-06T11:59:24+00:00 RO-MARTINA-2 => size:68 [0x44]
2026-04-06T11:59:24+00:00 RO-MARTINA-2 00000040 0a320000 0004726f 6f740000
2026-04-06T11:59:24+00:00 RO-MARTINA-2 000e7373 682d636f 6e6e6563 74696f6e
2026-04-06T11:59:24+00:00 RO-MARTINA-2 00000008 70617373 776f7264 00000000
2026-04-06T11:59:24+00:00 RO-MARTINA-2 09313233 34354061 73648c65 d0a3557d
2026-04-06T11:59:24+00:00 RO-MARTINA-2 aa92e88d 
2026-04-06T11:59:24+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T11:59:24+00:00 RO-MARTINA-2 packet process: userauth request",NORMAL
w012,"2026-04-06T11:59:24+00:00 RO-MARTINA-2 auth req: root ssh-connection password
2026-04-06T11:59:24+00:00 RO-MARTINA-2 login failure for user root from 152.32.174.67 via ssh
2026-04-06T11:59:24+00:00 RO-MARTINA-2 next auth methods: password
2026-04-06T11:59:24+00:00 RO-MARTINA-2 packet create: userauth failure
2026-04-06T11:59:24+00:00 RO-MARTINA-2 ----- sending ----- #5
2026-04-06T11:59:24+00:00 RO-MARTINA-2 => size:36 [0x24]
2026-04-06T11:59:24+00:00 RO-MARTINA-2 00000020 11330000 00087061 7373776f
2026-04-06T11:59:24+00:00 RO-MARTINA-2 7264003f ac4fb752 2bb67d6b e883c194
2026-04-06T11:59:24+00:00 RO-MARTINA-2 d4b54e60 
2026-04-06T11:59:24+00:00 RO-MARTINA-2 -------------------- ",NORMAL
w013,"2026-04-06T11:59:25+00:00 RO-MARTINA-2 ----- recieved ----- #5
2026-04-06T11:59:25+00:00 RO-MARTINA-2 => size:36 [0x24]
2026-04-06T11:59:25+00:00 RO-MARTINA-2 00000020 0b010000 000b0000 00074279
2026-04-06T11:59:25+00:00 RO-MARTINA-2 65204279 65000000 00734565 19c96271
2026-04-06T11:59:25+00:00 RO-MARTINA-2 5faf8d45 
2026-04-06T11:59:25+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T11:59:25+00:00 RO-MARTINA-2 packet process: disconnect
2026-04-06T11:59:25+00:00 RO-MARTINA-2 peer disconnected : 11 Bye Bye
2026-04-06T11:59:25+00:00 RO-MARTINA-2 transport state: 4 --> 0
2026-04-06T11:59:25+00:00 RO-MARTINA-2 closing connection: <peer disconnected> ::ffff:152.32.174.67:54616 (5)",ANOMALOUS
w014,"2026-04-06T11:59:30+00:00 RO-MARTINA-2 stats roas 0 roa 0 nodes4 0 nodes6 0
2026-04-06T11:59:30+00:00 RO-MARTINA-2 route/calc/publish 
2026-04-06T11:59:30+00:00 RO-MARTINA-2 wipe stats roas 0 roa 0 nodes4 0 nodes6 0
2026-04-06T11:59:40+00:00 RO-MARTINA-2 stats roas 0 roa 0 nodes4 0 nodes6 0
2026-04-06T11:59:40+00:00 RO-MARTINA-2 route/calc/publish 
2026-04-06T11:59:40+00:00 RO-MARTINA-2 wipe stats roas 0 roa 0 nodes4 0 nodes6 0
2026-04-06T11:59:43+00:00 RO-MARTINA-2 new connection: 52.169.217.131:60316 (5)
2026-04-06T11:59:43+00:00 RO-MARTINA-2 transport state: 1 --> 2
2026-04-06T11:59:43+00:00 RO-MARTINA-2 sending string
2026-04-06T11:59:43+00:00 RO-MARTINA-2 SSH-2.0-ROSSSH? ",NORMAL
w015,"2026-04-06T11:59:43+00:00 RO-MARTINA-2  
2026-04-06T11:59:43+00:00 RO-MARTINA-2 client version: SSH-2.0-libssh_0.11.1
2026-04-06T11:59:43+00:00 RO-MARTINA-2 transport state: 2 --> 3
2026-04-06T11:59:43+00:00 RO-MARTINA-2 packet create: kex init
2026-04-06T11:59:43+00:00 RO-MARTINA-2 ----- sending ----- #0
2026-04-06T11:59:43+00:00 RO-MARTINA-2 => size:600 [0x258]
2026-04-06T11:59:43+00:00 RO-MARTINA-2 00000254 08141d46 44e8c39d 344a2041
2026-04-06T11:59:43+00:00 RO-MARTINA-2 3b16f819 cc6e0000 009b6375 72766532
2026-04-06T11:59:43+00:00 RO-MARTINA-2 35353139 2d736861 3235362c 64696666
2026-04-06T11:59:43+00:00 RO-MARTINA-2 69652d68 656c6c6d 616e2d67 726f7570",NORMAL
w016,"2026-04-06T11:59:43+00:00 RO-MARTINA-2 2d657863 68616e67 652d7368 61323536
2026-04-06T11:59:43+00:00 RO-MARTINA-2 2c646966 6669652d 68656c6c 6d616e2d
2026-04-06T11:59:43+00:00 RO-MARTINA-2 67726f75 702d6578 6368616e 67652d73
2026-04-06T11:59:43+00:00 RO-MARTINA-2 6861312c 64696666 69652d68 656c6c6d
2026-04-06T11:59:43+00:00 RO-MARTINA-2 616e2d67 726f7570 31342d73 6861312c
2026-04-06T11:59:43+00:00 RO-MARTINA-2 64696666 69652d68 656c6c6d 616e2d67
2026-04-06T11:59:43+00:00 RO-MARTINA-2 726f7570 312d7368 61312c65 78742d69
2026-04-06T11:59:43+00:00 RO-MARTINA-2 6e666f2d 73000000 14727361 2d736861
2026-04-06T11:59:43+00:00 RO-MARTINA-2 322d3235 362c7373 682d7273 61000000
2026-04-06T11:59:43+00:00 RO-MARTINA-2 7d616573 3132382d 6374722c 61657331",NORMAL
w017,"2026-04-06T11:59:43+00:00 RO-MARTINA-2 39322d63 74722c61 65733235 362d6374
2026-04-06T11:59:43+00:00 RO-MARTINA-2 722c6165 73313238 2d67636d 406f7065
2026-04-06T11:59:43+00:00 RO-MARTINA-2  
2026-04-06T11:59:43+00:00 RO-MARTINA-2 6e737368 2e636f6d 2c616573 3235362d
2026-04-06T11:59:43+00:00 RO-MARTINA-2 67636d40 6f70656e 7373682e 636f6d2c
2026-04-06T11:59:43+00:00 RO-MARTINA-2 61657331 32382d63 62632c61 65733139
2026-04-06T11:59:43+00:00 RO-MARTINA-2 322d6362 632c6165 73323536 2d636263
2026-04-06T11:59:43+00:00 RO-MARTINA-2 2c336465 732d6362 632c6e6f 6e650000
2026-04-06T11:59:43+00:00 RO-MARTINA-2 007d6165 73313238 2d637472 2c616573
2026-04-06T11:59:43+00:00 RO-MARTINA-2 3139322d 6374722c 61657332 35362d63",NORMAL
w018,"2026-04-06T11:59:43+00:00 RO-MARTINA-2 74722c61 65733132 382d6763 6d406f70
2026-04-06T11:59:43+00:00 RO-MARTINA-2 656e7373 682e636f 6d2c6165 73323536
2026-04-06T11:59:43+00:00 RO-MARTINA-2 2d67636d 406f7065 6e737368 2e636f6d
2026-04-06T11:59:43+00:00 RO-MARTINA-2 2c616573 3132382d 6362632c 61657331
2026-04-06T11:59:43+00:00 RO-MARTINA-2 39322d63 62632c61 65733235 362d6362
2026-04-06T11:59:43+00:00 RO-MARTINA-2 632c3364 65732d63 62632c6e 6f6e6500
2026-04-06T11:59:43+00:00 RO-MARTINA-2 00002e68 6d61632d 73686132 2d323536
2026-04-06T11:59:43+00:00 RO-MARTINA-2 2c686d61 632d7368 61322d35 31322c68
2026-04-06T11:59:43+00:00 RO-MARTINA-2 6d61632d 73686131 2c686d61 632d6d64
2026-04-06T11:59:43+00:00 RO-MARTINA-2  ",NORMAL
w019,"2026-04-06T11:59:43+00:00 RO-MARTINA-2 35000000 2e686d61 632d7368 61322d32
2026-04-06T11:59:43+00:00 RO-MARTINA-2 35362c68 6d61632d 73686132 2d353132
2026-04-06T11:59:43+00:00 RO-MARTINA-2 2c686d61 632d7368 61312c68 6d61632d
2026-04-06T11:59:43+00:00 RO-MARTINA-2 6d643500 0000046e 6f6e6500 0000046e
2026-04-06T11:59:43+00:00 RO-MARTINA-2 6f6e6500 00000000 00000000 00000000
2026-04-06T11:59:43+00:00 RO-MARTINA-2 b8ca18f9 14ac2bcf
2026-04-06T11:59:43+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T11:59:43+00:00 RO-MARTINA-2 ----- recieved ----- #0
2026-04-06T11:59:43+00:00 RO-MARTINA-2 => size:936 [0x3a8]
2026-04-06T11:59:43+00:00 RO-MARTINA-2 000003a4 08143874 0c407024 44387784",NORMAL
w020,"2026-04-06T11:59:43+00:00 RO-MARTINA-2 3c1059ed 987f0000 010e6375 72766532
2026-04-06T11:59:43+00:00 RO-MARTINA-2 35353139 2d736861 3235362c 63757276
2026-04-06T11:59:43+00:00 RO-MARTINA-2 65323535 31392d73 68613235 36406c69
2026-04-06T11:59:43+00:00 RO-MARTINA-2 62737368 2e6f7267 2c656364 682d7368
2026-04-06T11:59:43+00:00 RO-MARTINA-2 61322d6e 69737470 3235362c 65636468
2026-04-06T11:59:43+00:00 RO-MARTINA-2 2d736861 322d6e69 73747033 38342c65
2026-04-06T11:59:43+00:00 RO-MARTINA-2 6364682d 73686132 2d6e6973 74703532
2026-04-06T11:59:43+00:00 RO-MARTINA-2 312c6469 66666965 2d68656c 6c6d616e
2026-04-06T11:59:43+00:00 RO-MARTINA-2 2d67726f 75703138 2d736861 3531322c
2026-04-06T11:59:43+00:00 RO-MARTINA-2 64696666 69652d68 656c6c6d 616e2d67",NORMAL
w021,"2026-04-06T11:59:43+00:00 RO-MARTINA-2 726f7570 31362d73 68613531 322c6469
2026-04-06T11:59:43+00:00 RO-MARTINA-2 66666965 2d68656c 6c6d616e 2d67726f
2026-04-06T11:59:43+00:00 RO-MARTINA-2 75702d65 78636861 6e67652d 73686132
2026-04-06T11:59:43+00:00 RO-MARTINA-2 35362c64 69666669 652d6865 6c6c6d61
2026-04-06T11:59:43+00:00 RO-MARTINA-2 6e2d6772 6f757031 342d7368 61323536
2026-04-06T11:59:43+00:00 RO-MARTINA-2  
2026-04-06T11:59:43+00:00 RO-MARTINA-2 2c657874 2d696e66 6f2d632c 6b65782d
2026-04-06T11:59:43+00:00 RO-MARTINA-2 73747269 63742d63 2d763030 406f7065
2026-04-06T11:59:43+00:00 RO-MARTINA-2 6e737368 2e636f6d 0000009f 7373682d
2026-04-06T11:59:43+00:00 RO-MARTINA-2 65643235 3531392c 65636473 612d7368",NORMAL
w022,"2026-04-06T11:59:43+00:00 RO-MARTINA-2 61322d6e 69737470 3532312c 65636473
2026-04-06T11:59:43+00:00 RO-MARTINA-2 612d7368 61322d6e 69737470 3338342c
2026-04-06T11:59:43+00:00 RO-MARTINA-2 65636473 612d7368 61322d6e 69737470
2026-04-06T11:59:43+00:00 RO-MARTINA-2 3235362c 736b2d73 73682d65 64323535
2026-04-06T11:59:43+00:00 RO-MARTINA-2 3139406f 70656e73 73682e63 6f6d2c73
2026-04-06T11:59:43+00:00 RO-MARTINA-2 6b2d6563 6473612d 73686132 2d6e6973
2026-04-06T11:59:43+00:00 RO-MARTINA-2 74703235 36406f70 656e7373 682e636f
2026-04-06T11:59:43+00:00 RO-MARTINA-2 6d2c7273 612d7368 61322d35 31322c72
2026-04-06T11:59:43+00:00 RO-MARTINA-2 73612d73 6861322d 32353600 00006c63
2026-04-06T11:59:43+00:00 RO-MARTINA-2 68616368 6132302d 706f6c79 31333035",NORMAL
w023,"2026-04-06T11:59:43+00:00 RO-MARTINA-2 406f7065 6e737368 2e636f6d 2c616573
2026-04-06T11:59:43+00:00 RO-MARTINA-2 3235362d 67636d40 6f70656e 7373682e
2026-04-06T11:59:43+00:00 RO-MARTINA-2  
2026-04-06T11:59:43+00:00 RO-MARTINA-2 636f6d2c 61657331 32382d67 636d406f
2026-04-06T11:59:43+00:00 RO-MARTINA-2 70656e73 73682e63 6f6d2c61 65733235
2026-04-06T11:59:43+00:00 RO-MARTINA-2 362d6374 722c6165 73313932 2d637472
2026-04-06T11:59:43+00:00 RO-MARTINA-2 2c616573 3132382d 63747200 00006c63
2026-04-06T11:59:43+00:00 RO-MARTINA-2 68616368 6132302d 706f6c79 31333035
2026-04-06T11:59:43+00:00 RO-MARTINA-2 406f7065 6e737368 2e636f6d 2c616573
2026-04-06T11:59:43+00:00 RO-MARTINA-2 3235362d 67636d40 6f70656e 7373682e",NORMAL
w024,"2026-04-06T11:59:43+00:00 RO-MARTINA-2 636f6d2c 61657331 32382d67 636d406f
2026-04-06T11:59:43+00:00 RO-MARTINA-2 70656e73 73682e63 6f6d2c61 65733235
2026-04-06T11:59:43+00:00 RO-MARTINA-2 362d6374 722c6165 73313932 2d637472
2026-04-06T11:59:43+00:00 RO-MARTINA-2 2c616573 3132382d 63747200 00005768
2026-04-06T11:59:43+00:00 RO-MARTINA-2 6d61632d 73686132 2d323536 2d65746d
2026-04-06T11:59:43+00:00 RO-MARTINA-2 406f7065 6e737368 2e636f6d 2c686d61
2026-04-06T11:59:43+00:00 RO-MARTINA-2 632d7368 61322d35 31322d65 746d406f
2026-04-06T11:59:43+00:00 RO-MARTINA-2 70656e73 73682e63 6f6d2c68 6d61632d
2026-04-06T11:59:43+00:00 RO-MARTINA-2 73686132 2d323536 2c686d61 632d7368
2026-04-06T11:59:43+00:00 RO-MARTINA-2  ",NORMAL
w025,"2026-04-06T11:59:43+00:00 RO-MARTINA-2 61322d35 31320000 0057686d 61632d73
2026-04-06T11:59:43+00:00 RO-MARTINA-2 6861322d 3235362d 65746d40 6f70656e
2026-04-06T11:59:43+00:00 RO-MARTINA-2 7373682e 636f6d2c 686d6163 2d736861
2026-04-06T11:59:43+00:00 RO-MARTINA-2 322d3531 322d6574 6d406f70 656e7373
2026-04-06T11:59:43+00:00 RO-MARTINA-2 682e636f 6d2c686d 61632d73 6861322d
2026-04-06T11:59:43+00:00 RO-MARTINA-2 3235362c 686d6163 2d736861 322d3531
2026-04-06T11:59:43+00:00 RO-MARTINA-2 32000000 156e6f6e 652c7a6c 6962406f
2026-04-06T11:59:43+00:00 RO-MARTINA-2 70656e73 73682e63 6f6d0000 00156e6f
2026-04-06T11:59:43+00:00 RO-MARTINA-2 6e652c7a 6c696240 6f70656e 7373682e
2026-04-06T11:59:43+00:00 RO-MARTINA-2 636f6d00 00000000 00000000 00000000",NORMAL
w026,"2026-04-06T11:59:43+00:00 RO-MARTINA-2 00000000 00000000
2026-04-06T11:59:43+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T11:59:43+00:00 RO-MARTINA-2 packet process: kex init
2026-04-06T11:59:43+00:00 RO-MARTINA-2 host key algo: ssh-ed25519,ecdsa-sha2-nistp521,ecdsa-sha2-nistp384,ecdsa-sha2-nistp256,sk-ssh-ed25519@openssh.com,sk-ecdsa-sha2-nistp256@openssh.com,rsa-sha2-512,rsa-sha2-256
2026-04-06T11:59:43+00:00 RO-MARTINA-2 kex algo: curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,ext-info-c,kex-strict-c-v00@openssh.com
2026-04-06T11:59:43+00:00 RO-MARTINA-2 enc algo CS: chacha20-poly1305@openssh.com,aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr
2026-04-06T11:59:43+00:00 RO-MARTINA-2 mac algo CS: hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha2-256,hmac-sha2-512
2026-04-06T11:59:43+00:00 RO-MARTINA-2 comp algo CS: none,zlib@openssh.com
2026-04-06T11:59:43+00:00 RO-MARTINA-2 packet follows: 0
2026-04-06T11:59:43+00:00 RO-MARTINA-2 ext info enabled",NORMAL
w027,"2026-04-06T11:59:43+00:00 RO-MARTINA-2 agreed on: curve25519-sha256,rsa-sha2-256,aes256-gcm@openssh.com,none,none,
2026-04-06T11:59:43+00:00 RO-MARTINA-2 ----- recieved ----- #1
2026-04-06T11:59:43+00:00 RO-MARTINA-2 => size:48 [0x30]
2026-04-06T11:59:43+00:00 RO-MARTINA-2 0000002c 061e0000 0020c8d1 2dee1d7a
2026-04-06T11:59:43+00:00 RO-MARTINA-2 672c3c5d fb3bc41a 91237b9a d2ff7a79
2026-04-06T11:59:43+00:00 RO-MARTINA-2 cbbd7f1e 0ec04735 107c0000 00000000
2026-04-06T11:59:43+00:00 RO-MARTINA-2 -------------------- 
2026-04-06T11:59:43+00:00 RO-MARTINA-2 packet process: kex dh gex req old
2026-04-06T11:59:43+00:00 RO-MARTINA-2 algorithm: rsa-sha2-256
2026-04-06T11:59:43+00:00 RO-MARTINA-2 packet create: hexdh gex group",NORMAL
